Index,Group,DMY,MissingPrevDays,Year,Day,January,February,March,April,May,June,July,August,September,October,November,December,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Holiday,Carnival,LentFasting,Ramadan,ChristmasSeason,DailyAvg,WeeklyAvg,MinSales,MaxSales,DailyBusyness,WeeklyBusyness,2to5
202,0,3/31/2017,0,2017,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,730.1955721,745.9621429,258.39,1609.65,0.3491597,0.3608278,610.25
203,0,4/1/2017,0,2017,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,729.6017822,1014.034286,258.39,1609.65,0.3487203,0.5592146,962.97
204,0,4/2/2017,0,2017,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,730.7513793,1001.158621,258.39,1609.65,0.3495711,0.5496859,1626.85
205,0,4/3/2017,0,2017,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,735.1440196,611.3193103,258.39,1626.85,0.3483873,0.2579025,526.07
206,0,4/4/2017,0,2017,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,734.1241463,554.7844828,258.39,1626.85,0.347642,0.2165898,661.1
207,0,4/5/2017,0,2017,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,733.7696602,581.8744828,258.39,1626.85,0.3473829,0.2363858,736.46
208,0,4/6/2017,0,2017,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,733.782657,612.5668966,258.39,1626.85,0.3473924,0.2588142,503.33
209,0,4/7/2017,0,2017,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,732.6747115,741.2824138,258.39,1626.85,0.3465828,0.3528729,632.79
210,0,4/8/2017,0,2017,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,732.1967943,1012.273448,258.39,1626.85,0.3462336,0.5508991,907.55
211,0,4/9/2017,0,2017,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,733.0318095,1022.015,258.39,1626.85,0.3468438,0.5580178,1278.28
212,0,4/10/2017,0,2017,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,735.6159242,608.4776667,258.39,1626.85,0.3487321,0.255826,654.37
213,0,4/11/2017,0,2017,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,735.2326887,558.3283333,258.39,1626.85,0.348452,0.2191795,572.89
214,0,4/12/2017,0,2017,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,734.4705164,587.0273333,258.39,1626.85,0.3478951,0.2401512,796.2
215,0,4/13/2017,0,2017,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,734.758972,608.9256667,258.39,1626.85,0.3481059,0.2561534,807.05
216,0,4/14/2017,0,2017,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,0,735.0952093,737.666,258.39,1626.85,0.3483516,0.3502302,602.21
217,0,4/15/2017,0,2017,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,734.48,1008.782667,258.39,1626.85,0.347902,0.5483483,1003.45
218,0,4/16/2017,0,2017,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,735.7194931,1030.281613,258.39,1626.85,0.3488078,0.5640586,0
219,0,4/17/2017,0,2017,17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,732.344633,609.9580645,258.39,1626.85,0.3463416,0.2569078,836.87
220,0,4/18/2017,0,2017,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,732.8219178,558.7980645,258.39,1626.85,0.3466904,0.2195227,822.26
221,0,4/19/2017,0,2017,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,733.2284545,593.7748387,258.39,1626.85,0.3469875,0.2450819,608.38
222,0,4/20/2017,0,2017,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,732.6635294,615.3167742,258.39,1626.85,0.3465746,0.2608237,872.39
223,0,4/21/2017,0,2017,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,733.2929279,733.2964516,258.39,1626.85,0.3470346,0.3470371,892.31
224,0,4/22/2017,0,2017,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,734.006009,1008.610645,258.39,1626.85,0.3475557,0.5482226,927.48
225,0,4/23/2017,0,2017,23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,734.8697321,998.0853125,258.39,1626.85,0.3481868,0.5405312,1073.67
226,0,4/24/2017,0,2017,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,736.3755111,617.0490625,258.39,1626.85,0.3492872,0.2620895,623.11
227,0,4/25/2017,0,2017,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,735.8743363,567.03125,258.39,1626.85,0.3489209,0.2255391,544.55
228,0,4/26/2017,0,2017,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,735.0314978,594.23125,258.39,1626.85,0.348305,0.2454155,602.24
229,0,4/27/2017,0,2017,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,734.4490789,623.3503125,258.39,1626.85,0.3478794,0.2666942,613.85
230,0,4/28/2017,0,2017,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,733.9224454,738.265625,258.39,1626.85,0.3474946,0.3506684,916.76
231,0,4/29/2017,0,2017,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,734.7173913,1006.075313,258.39,1626.85,0.3480755,0.5463699,1089.26
232,0,4/30/2017,0,2017,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,736.2522078,1000.375758,258.39,1626.85,0.3491971,0.5422049,1595.27
233,0,5/1/2017,0,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,739.9548707,617.2327273,258.39,1626.85,0.3519028,0.2622238,669.83
234,0,5/2/2017,0,2017,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,739.6539056,566.35,258.39,1626.85,0.3516828,0.2250413,702.62
235,0,5/3/2017,0,2017,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,739.495641,594.4739394,258.39,1626.85,0.3515672,0.2455928,635.66
236,0,5/4/2017,0,2017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,739.0537872,623.0624242,258.39,1626.85,0.3512443,0.2664838,792.03
237,0,5/5/2017,0,2017,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,739.2782627,743.6745455,258.39,1626.85,0.3514083,0.3546209,634.27
238,0,5/6/2017,0,2017,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,738.8351899,1008.596061,258.39,1626.85,0.3510846,0.5482119,1119.11
239,0,5/7/2017,0,2017,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,740.4329832,1017.872647,258.39,1626.85,0.3522522,0.5549908,1373.82
240,0,5/8/2017,0,2017,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,743.0831381,618.7797059,258.39,1626.85,0.3541888,0.2633542,647.36
241,0,5/9/2017,0,2017,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,742.6842917,570.3579412,258.39,1626.85,0.3538973,0.2279701,483.2
242,0,5/10/2017,0,2017,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,741.6075934,595.6852941,258.39,1626.85,0.3531105,0.246478,686.98
243,0,5/11/2017,0,2017,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,741.3818595,628.0320588,258.39,1626.85,0.3529455,0.2701154,730.67
244,0,5/12/2017,0,2017,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,741.3377778,740.4567647,258.39,1626.85,0.3529133,0.3522695,536.38
245,0,5/13/2017,0,2017,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,740.4977869,1011.846471,258.39,1626.85,0.3522995,0.5505871,863.44
246,0,5/14/2017,0,2017,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,740.9995918,1028.042571,258.39,1626.85,0.3526662,0.5624224,825.73
247,0,5/15/2017,0,2017,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,741.3440244,619.5962857,258.39,1626.85,0.3529179,0.2639509,529.11
248,0,5/16/2017,0,2017,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,740.4847773,567.8677143,258.39,1626.85,0.35229,0.2261504,816.73
249,0,5/17/2017,0,2017,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,740.7922177,598.2937143,258.39,1626.85,0.3525147,0.2483841,607.59
250,0,5/18/2017,0,2017,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,740.2572691,630.9645714,258.39,1626.85,0.3521238,0.2722583,665.36
251,0,5/19/2017,0,2017,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,739.95768,734.626,258.39,1626.85,0.3519048,0.3480087,831.53
252,0,5/20/2017,0,2017,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,740.32251,1007.606286,258.39,1626.85,0.3521714,0.5474886,952.47
253,0,5/21/2017,0,2017,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,741.1643651,1022.422778,258.39,1626.85,0.3527866,0.5583158,940.64
254,0,5/22/2017,0,2017,22,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,741.9528063,617.0827778,258.39,1626.85,0.3533628,0.2621142,654.33
255,0,5/23/2017,0,2017,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,741.6078346,574.7805556,258.39,1626.85,0.3531107,0.2312019,485.41
256,0,5/24/2017,0,2017,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,740.6031373,598.5519444,258.39,1626.85,0.3523765,0.2485728,533.34
257,0,5/25/2017,0,2017,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,739.7935156,631.92,258.39,1626.85,0.3517849,0.2729565,533.73
258,0,5/26/2017,0,2017,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,738.9917121,737.3177778,258.39,1626.85,0.3511989,0.3499757,666.73
259,0,5/27/2017,0,2017,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,738.7116279,1006.074722,258.39,1626.85,0.3509943,0.5463694,1085.15
260,0,5/28/2017,0,2017,28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,740.0492278,1020.212432,258.39,1626.85,0.3519717,0.5567005,878.24
261,0,5/29/2017,0,2017,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,1,0,740.5807308,618.0894595,258.39,1626.85,0.3523601,0.2628498,1100.97
262,0,5/30/2017,0,2017,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,741.9615326,572.3651351,258.39,1626.85,0.3533691,0.2294368,554.8
263,0,5/31/2017,0,2017,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,741.2471756,596.7894595,258.39,1626.85,0.3528471,0.2472849,516.6
264,0,6/1/2017,0,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,740.3930038,629.2662162,258.39,1626.85,0.3522229,0.2710172,805.08
265,0,6/2/2017,0,2017,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,740.6380303,735.41,258.39,1626.85,0.352402,0.3485816,1003.79
266,0,6/3/2017,0,2017,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,741.6310566,1008.211892,258.39,1626.85,0.3531276,0.5479312,773.41
267,0,6/4/2017,0,2017,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,741.7505263,1016.476316,258.39,1626.85,0.3532149,0.5539704,1051.85
268,0,6/5/2017,0,2017,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,742.9119476,630.7968421,258.39,1626.85,0.3540637,0.2721357,653.85
269,0,6/6/2017,0,2017,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,742.5796269,571.9028947,258.39,1626.85,0.3538208,0.2290991,659.72
270,0,6/7/2017,0,2017,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,742.2715985,594.6792105,258.39,1626.85,0.3535957,0.2457428,480.36
271,0,6/8/2017,0,2017,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,741.3015556,633.8928947,258.39,1626.85,0.3528869,0.2743982,639.5
272,0,6/9/2017,0,2017,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,740.9259041,742.4726316,258.39,1626.85,0.3526124,0.3537426,534.26
273,0,6/10/2017,0,2017,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,740.1661029,1002.032895,258.39,1626.85,0.3520571,0.5434159,960.68
274,0,6/11/2017,0,2017,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,740.9738462,1017.383333,258.39,1626.85,0.3526474,0.5546332,1220.91
275,0,6/12/2017,0,2017,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,742.725438,631.3879487,258.39,1626.85,0.3539274,0.2725677,709.2
276,0,6/13/2017,0,2017,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,742.6035273,574.1546154,258.39,1626.85,0.3538383,0.2307445,646.65
277,0,6/14/2017,0,2017,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,742.2558696,591.7479487,258.39,1626.85,0.3535842,0.2436008,661.09
278,0,6/15/2017,0,2017,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,741.962852,634.0366667,258.39,1626.85,0.3533701,0.2745032,645.03
279,0,6/16/2017,0,2017,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,741.6141727,737.1338462,258.39,1626.85,0.3531153,0.3498413,627.27
280,0,6/17/2017,0,2017,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,741.2043369,1000.972564,258.39,1626.85,0.3528158,0.542641,1204.79
281,0,6/18/2017,0,2017,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,1,0,742.86,1022.4715,258.39,1626.85,0.3540257,0.5583514,720.91
282,0,6/19/2017,0,2017,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,742.7818861,633.33325,258.39,1626.85,0.3539686,0.2739892,556.61
283,0,6/20/2017,0,2017,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,742.1217021,575.967,258.39,1626.85,0.3534862,0.2320689,635.09
284,0,6/21/2017,0,2017,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,741.7434982,593.4815,258.39,1626.85,0.3532098,0.2448676,682.51
285,0,6/22/2017,0,2017,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,741.5349296,634.3115,258.39,1626.85,0.3530574,0.274704,741.07
286,0,6/23/2017,0,2017,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,741.5332982,734.38725,258.39,1626.85,0.3530562,0.3478342,673.95
287,0,6/24/2017,0,2017,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,741.296993,1006.068,258.39,1626.85,0.3528835,0.5463645,828.54
288,0,6/25/2017,0,2017,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,741.6009756,1015.116341,258.39,1626.85,0.3531057,0.5529766,1182.39
289,0,6/26/2017,0,2017,26,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,743.1314931,631.4619512,258.39,1626.85,0.3542241,0.2726217,591.86
290,0,6/27/2017,0,2017,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,742.6080623,577.4090244,258.39,1626.85,0.3538416,0.2331227,726.54
291,0,6/28/2017,0,2017,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,742.5526552,595.6529268,258.39,1626.85,0.3538011,0.2464544,898.63
292,0,6/29/2017,0,2017,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,743.0890034,636.9153659,258.39,1626.85,0.354193,0.2766068,641.6
293,0,6/30/2017,0,2017,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,742.7414384,732.9131707,258.39,1626.85,0.3539391,0.3467571,761.76
294,0,7/1/2017,0,2017,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,742.8063481,1001.738049,258.39,1626.85,0.3539865,0.5432004,1012.97
295,0,7/2/2017,0,2017,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,743.7252721,1019.099048,258.39,1626.85,0.354658,0.5558869,971.74
296,0,7/3/2017,0,2017,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,744.4982034,630.5190476,258.39,1626.85,0.3552228,0.2719327,642
297,0,7/4/2017,0,2017,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,744.1519257,580.9597619,258.39,1626.85,0.3549698,0.2357173,837.88
298,0,7/5/2017,0,2017,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,744.4675084,602.8666667,258.39,1626.85,0.3552004,0.2517258,445.08
299,0,7/6/2017,0,2017,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,743.4628523,637.0269048,258.39,1626.85,0.3544662,0.2766883,699.66
300,0,7/7/2017,0,2017,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,743.3163545,733.6,258.39,1626.85,0.3543592,0.347259,853.25
301,0,7/8/2017,0,2017,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,743.6828,1002.005476,258.39,1626.85,0.354627,0.5433958,1087.98
302,0,7/9/2017,0,2017,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,744.8266445,1017.997674,258.39,1626.85,0.3554628,0.5550821,952.89
303,0,7/10/2017,0,2017,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,745.515596,630.7860465,258.39,1626.85,0.3559663,0.2721278,710.35
304,0,7/11/2017,0,2017,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,745.399538,586.9346512,258.39,1626.85,0.3558815,0.2400835,792.83
305,0,7/12/2017,0,2017,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,745.5555592,599.1972093,258.39,1626.85,0.3559955,0.2490443,627.78
306,0,7/13/2017,0,2017,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,745.1694098,638.4834884,258.39,1626.85,0.3557133,0.2777527,700.82
307,0,7/14/2017,0,2017,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,745.0244771,736.3825581,258.39,1626.85,0.3556074,0.3492923,1044.73
308,0,7/15/2017,0,2017,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,746.0007166,1004.004884,258.39,1626.85,0.3563208,0.5448569,804.07
309,0,7/16/2017,0,2017,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,746.1892532,1016.517955,258.39,1626.85,0.3564585,0.5540008,1291.79
310,0,7/17/2017,0,2017,17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,747.9549515,632.5943182,258.39,1626.85,0.3577488,0.2734492,560.5
311,0,7/18/2017,0,2017,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,747.3502581,591.6140909,258.39,1626.85,0.3573069,0.243503,680.34
312,0,7/19/2017,0,2017,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,747.134791,599.8468182,258.39,1626.85,0.3571495,0.249519,706.51
313,0,7/20/2017,0,2017,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,747.0045833,639.9002273,258.39,1626.85,0.3570543,0.278788,657.55
314,0,7/21/2017,0,2017,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,746.7187859,743.3904545,258.39,1626.85,0.3568455,0.3544133,535.22
315,0,7/22/2017,0,2017,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,746.0452229,999.4609091,258.39,1626.85,0.3563533,0.5415364,1097.33
316,0,7/23/2017,0,2017,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,747.1604127,1022.635111,258.39,1626.85,0.3571682,0.5584709,1209.97
317,0,7/24/2017,0,2017,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,748.625,630.9922222,258.39,1626.85,0.3582385,0.2722785,605.57
318,0,7/25/2017,0,2017,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,748.1737224,593.5857778,258.39,1626.85,0.3579087,0.2449438,574.83
319,0,7/26/2017,0,2017,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,747.6286164,602.2171111,258.39,1626.85,0.3575104,0.2512511,576.47
320,0,7/27/2017,0,2017,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,747.092069,640.2924444,258.39,1626.85,0.3571183,0.2790746,784.69
321,0,7/28/2017,0,2017,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,747.2095625,738.7644444,258.39,1626.85,0.3572041,0.3510329,651.48
322,0,7/29/2017,0,2017,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,746.9113396,1001.635778,258.39,1626.85,0.3569862,0.5431257,1037.04
323,0,7/30/2017,0,2017,30,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,747.8123602,1026.707609,258.39,1626.85,0.3576446,0.5614469,1385.33
324,0,7/31/2017,0,2017,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,749.7860991,630.4395652,258.39,1626.85,0.3590869,0.2718746,603.47
325,0,8/1/2017,0,2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,749.3345062,593.1780435,258.39,1626.85,0.3587569,0.2446458,465.52
326,0,8/2/2017,0,2017,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,748.4612308,601.6573913,258.39,1626.85,0.3581188,0.2508421,489.55
327,0,8/3/2017,0,2017,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,747.6670245,643.4315217,258.39,1626.85,0.3575384,0.2813685,568.69
328,0,8/4/2017,0,2017,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,747.1196942,736.8669565,258.39,1626.85,0.3571385,0.3496463,664.5
329,0,8/5/2017,0,2017,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,746.8678049,1002.405435,258.39,1626.85,0.3569544,0.5436881,1077.67
330,0,8/6/2017,0,2017,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,747.8732827,1034.337872,258.39,1626.85,0.3576891,0.5670227,1129.08
331,0,8/7/2017,0,2017,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,749.0284545,629.8657447,258.39,1626.85,0.3585333,0.2714553,827.18
332,0,8/8/2017,0,2017,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,749.2645619,590.4619149,258.39,1626.85,0.3587058,0.242661,952.46
333,0,8/9/2017,0,2017,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,749.8765964,599.2721277,258.39,1626.85,0.3591531,0.2490991,683.76
334,0,8/10/2017,0,2017,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,749.678048,641.8412766,258.39,1626.85,0.359008,0.2802064,971.74
335,0,8/11/2017,0,2017,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,750.3429042,735.327234,258.39,1626.85,0.3594938,0.3485211,910.75
