Index,Group,DMY,MissingPrevDays,Year,Day,January,February,March,April,May,June,July,August,September,October,November,December,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Holiday,Carnival,LentFasting,Ramadan,ChristmasSeason,DailyAvg,WeeklyAvg,MinSales,MaxSales,DailyBusyness,WeeklyBusyness,2to5,AvgDailyDiff,AvgWeeklyDiff,MinDailyDiff,MaxDailyDiff,DailyDifference,WeeklyDifference,DiffDifference
1,0,9/11/2016,0,2016,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,666.45,?,?,?,?,?,?,?
2,0,9/12/2016,0,2016,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,666.45,?,666.45,666.45,,?,475.49,?,?,-190.96,-190.96,-190.96,?,?
3,0,9/13/2016,0,2016,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,570.97,?,475.49,666.45,0.5,?,320.54,-190.96,?,-190.96,-154.95,-154.95,?,?
4,0,9/14/2016,0,2016,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,487.49333,?,320.54,666.45,0.48265,?,365.61,-172.955,?,-190.96,45.07,45.07,?,?
5,0,9/15/2016,0,2016,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,457.0225,?,320.54,666.45,0.39456,?,494.99,-100.28,?,-190.96,129.38,129.38,?,?
6,0,9/16/2016,0,2016,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,464.616,?,320.54,666.45,0.41651,?,540.93,-42.865,?,-190.96,129.38,45.94,?,?
7,0,9/17/2016,0,2016,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,477.335,?,320.54,666.45,0.45328,?,862.04,-25.104,?,-190.96,321.11,321.11,?,?
8,0,9/18/2016,0,2016,18,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,532.29286,666.45,320.54,862.04,0.39105,0.6388,942.94,32.59833,?,-190.96,321.11,80.9,276.49,195.59
9,0,9/19/2016,0,2016,19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,583.62375,475.49,320.54,942.94,0.42269,0.24896,427.55,39.49857,?,-515.39,321.11,-515.39,-47.94,467.45
10,0,9/20/2016,0,2016,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,566.28222,320.54,320.54,942.94,0.39483,0,378.36,-29.8625,?,-515.39,321.11,-49.19,57.82,107.01
11,0,9/21/2016,0,2016,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,547.49,365.61,320.54,942.94,0.36464,0.07241,420.98,-32.01,?,-515.39,321.11,42.62,55.37,12.75
12,0,9/22/2016,0,2016,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,535.98909,494.99,320.54,942.94,0.34616,0.28029,541.16,-24.547,?,-515.39,321.11,120.18,46.17,-74.01
13,0,9/23/2016,0,2016,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,536.42,540.93,320.54,942.94,0.34685,0.3541,574.29,-11.39,?,-515.39,321.11,33.13,33.36,0.23
14,0,9/24/2016,0,2016,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,539.33308,862.04,320.54,942.94,0.35153,0.87002,824.21,-7.68,?,-515.39,321.11,249.92,-37.83,-287.75
15,0,9/25/2016,0,2016,25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,559.68143,804.695,320.54,942.94,0.38422,0.77788,884.5,12.13538,276.49,-515.39,321.11,60.29,-58.44,-118.73
16,0,9/26/2016,0,2016,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,581.336,451.52,320.54,942.94,0.41902,0.21044,397.49,15.575,-47.94,-515.39,321.11,-487.01,-30.06,456.95
17,0,9/27/2016,0,2016,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,569.84563,349.45,320.54,942.94,0.40056,0.04645,499.57,-17.93067,57.82,-515.39,321.11,102.08,121.21,19.13
18,0,9/28/2016,0,2016,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,565.71176,393.295,320.54,942.94,0.39391,0.11689,433.56,-10.43,42.62,-515.39,321.11,-66.01,12.58,78.59
19,0,9/29/2016,0,2016,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,558.37,518.075,320.54,942.94,0.38212,0.31738,342.37,-13.69941,46.17,-515.39,321.11,-91.19,-198.79,-107.6
20,0,9/30/2016,0,2016,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,547.00158,557.61,320.54,942.94,0.36385,0.3809,565.99,-18.00444,33.36,-515.39,321.11,223.62,-8.3,-231.92
21,0,10/1/2016,0,2016,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547.951,843.125,320.54,942.94,0.36538,0.83963,1060.11,-5.28737,-37.83,-515.39,494.12,494.12,235.9,-258.22
22,0,10/2/2016,0,2016,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,572.33952,831.29667,320.54,1060.11,0.34047,0.69061,686.65,19.683,109.025,-515.39,494.12,-373.46,-197.85,175.61
23,0,10/3/2016,0,2016,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,577.53545,433.51,320.54,1060.11,0.34749,0.15275,429.05,0.9619,-39,-515.39,494.12,-257.6,31.56,289.16
24,0,10/4/2016,0,2016,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,571.07957,399.49,320.54,1060.11,0.33876,0.10675,318.74,-10.79091,89.515,-515.39,494.12,-110.31,-180.83,-70.52
25,0,10/5/2016,0,2016,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,560.56542,406.71667,318.74,1060.11,0.32619,0.11867,327.21,-15.11783,-11.695,-515.39,494.12,8.47,-106.35,-114.82
26,0,10/6/2016,0,2016,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,551.2312,459.50667,318.74,1060.11,0.3136,0.18987,553.29,-14.135,-76.31,-515.39,494.12,226.08,210.92,-15.16
27,0,10/7/2016,0,2016,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,551.31038,560.40333,318.74,1060.11,0.3137,0.32597,596.13,-4.5264,12.53,-515.39,494.12,42.84,30.14,-12.7
28,0,10/8/2016,0,2016,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,552.97037,915.45333,318.74,1060.11,0.31594,0.80488,675.98,-2.70462,99.035,-515.39,494.12,79.85,-384.13,-463.98
29,0,10/9/2016,0,2016,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,557.36357,795.135,318.74,1060.11,0.32187,0.64259,788.49,0.35296,6.733333333,-515.39,494.12,112.51,101.84,-10.67
30,0,10/10/2016,0,2016,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19,0,0,0,0,565.33345,432.395,318.74,1060.11,0.33262,0.1533,343.07,4.35857,-15.48,-515.39,494.12,-445.42,-85.98,359.44
31,0,10/11/2016,0,2016,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,557.92467,379.3025,318.74,1060.11,0.32263,0.08169,474.45,-11.15103,-0.6,-515.39,494.12,131.38,155.71,24.33
32,0,10/12/2016,0,2016,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,555.23194,386.84,318.74,1060.11,0.31899,0.09186,316.85,-6.4,-4.973333333,-515.39,494.12,-157.6,-10.36,147.24
33,0,10/13/2016,0,2016,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,547.7825,482.9525,316.85,1060.11,0.3107,0.22348,399.82,-11.27742,19.43333333,-515.39,494.12,82.97,-153.47,-236.44
34,0,10/14/2016,0,2016,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,543.29879,569.335,316.85,1060.11,0.30467,0.3397,592.48,-8.33219,18.4,-515.39,494.12,192.66,-3.65,-196.31
35,0,10/15/2016,0,2016,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,544.74529,855.585,316.85,1060.11,0.30662,0.72483,733.45,-2.24152,-62.02,-515.39,494.12,140.97,57.47,-83.5
36,0,10/16/2016,0,2016,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,550.13686,793.806,316.85,1060.11,0.31387,0.64171,693.64,1.97059,30.51,-515.39,494.12,-39.81,-94.85,-55.04
37,0,10/17/2016,0,2016,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,554.12306,414.53,316.85,1060.11,0.31923,0.13142,409.2,0.77686,-33.105,-515.39,494.12,-284.44,66.13,350.57
38,0,10/18/2016,0,2016,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,550.20622,398.332,316.85,1060.11,0.31396,0.10963,470.33,-7.14583,38.4775,-515.39,494.12,61.13,-4.12,-65.25
39,0,10/19/2016,0,2016,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,548.10421,372.842,316.85,1060.11,0.31114,0.07533,313.5,-5.30054,-43.13,-515.39,494.12,-156.83,-3.35,153.48
40,0,10/20/2016,0,2016,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,542.08872,466.326,313.5,1060.11,0.30617,0.20469,433.57,-9.28816,-23.7925,-515.39,494.12,120.07,33.75,-86.32
41,0,10/21/2016,0,2016,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,539.37575,573.964,313.5,1060.11,0.30254,0.34886,474.86,-5.97128,12.8875,-515.39,494.12,41.29,-117.62,-158.91
42,0,10/22/2016,0,2016,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,537.8022,831.158,313.5,1060.11,0.30043,0.69334,778.66,-4.78975,-32.1475,-515.39,494.12,303.8,45.21,-258.59
43,0,10/23/2016,0,2016,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,543.5369,777.11167,313.5,1060.11,0.30811,0.62096,602.75,2.73683,5.438,-515.39,494.12,-175.91,-90.89,85.02
44,0,10/24/2016,0,2016,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,544.91395,413.64167,313.5,1060.11,0.30995,0.13413,480.43,-1.51667,-13.258,-515.39,494.12,-122.32,71.23,193.55
45,0,10/25/2016,0,2016,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,543.44841,410.33167,313.5,1060.11,0.30799,0.1297,442.03,-4.32605,29.958,-515.39,494.12,-38.4,-28.3,10.1
46,0,10/26/2016,0,2016,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,541.19467,362.95167,313.5,1060.11,0.30497,0.06623,317.28,-5.10045,-65.87,-515.39,494.12,-124.75,3.78,128.53
47,0,10/27/2016,0,2016,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,536.32696,460.86667,313.5,1060.11,0.29845,0.19738,450.78,-7.75933,-12.284,-515.39,494.12,133.5,17.21,-116.29
48,0,10/28/2016,0,2016,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,534.50681,557.44667,313.5,1060.11,0.29601,0.32674,487.95,-4.68848,-13.214,-515.39,494.12,37.17,13.09,-24.08
49,0,10/29/2016,0,2016,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,533.53688,822.40833,313.5,1060.11,0.29471,0.68163,854.31,-3.79787,-16.676,-515.39,494.12,366.36,75.65,-290.71
50,0,10/30/2016,0,2016,30,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20,0,0,0,0,540.08327,752.20286,313.5,1060.11,0.30348,0.58759,844.58,3.91375,-10.61666667,-515.39,494.12,-9.73,241.83,251.56
51,0,10/31/2016,0,2016,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,21,0,0,0,0,546.1732,423.18286,313.5,1060.11,0.31164,0.14691,403.58,3.63531,0.823333333,-515.39,494.12,-441,-76.85,364.15
52,0,11/1/2016,0,2016,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,543.37725,414.86,313.5,1060.11,0.30789,0.13576,487.98,-5.2574,20.24833333,-515.39,494.12,84.4,45.95,-38.45
53,0,11/2/2016,0,2016,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,542.31192,356.42714,313.5,1060.11,0.30647,0.0575,478.93,-3.49941,-75.68333333,-515.39,494.12,-9.05,161.65,170.7
54,0,11/3/2016,0,2016,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,541.11604,459.42571,313.5,1060.11,0.30487,0.19545,863.25,-3.60615,-7.368333333,-515.39,494.12,384.32,412.47,28.15
55,0,11/4/2016,0,2016,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,547.08148,547.51857,313.5,1060.11,0.31286,0.31344,1081.09,3.71321,-8.83,-515.39,494.12,217.84,593.14,375.3
56,0,11/5/2016,0,2016,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,556.79073,826.96571,313.5,1081.09,0.31695,0.66893,719.84,7.67852,-1.288333333,-515.39,494.12,-361.25,-134.47,226.78
57,0,11/6/2016,0,2016,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,559.70232,763.75,313.5,1081.09,0.32075,0.58658,970.76,0.97073,25.44714286,-515.39,494.12,250.92,126.18,-124.74
58,0,11/7/2016,0,2016,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,566.91386,420.7325,313.5,1081.09,0.33014,0.1397,561.72,5.43411,-10.27285714,-515.39,494.12,-409.04,158.14,567.18
59,0,11/8/2016,0,2016,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,566.82431,424,313.5,1081.09,0.33003,0.14396,732.21,-1.83737,23.92,-515.39,494.12,170.49,244.23,73.74
60,0,11/9/2016,0,2016,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,569.62746,371.74,313.5,1081.09,0.33368,0.07587,489.05,1.13379,-66.16428571,-515.39,494.12,-243.16,10.12,253.28
61,0,11/10/2016,0,2016,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,568.2845,509.90375,313.5,1081.09,0.33193,0.25587,499.8,-3.00678,52.60857143,-515.39,494.12,10.75,-363.45,-374.2
62,0,11/11/2016,0,2016,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22,0,0,0,0,567.1618,614.215,313.5,1081.09,0.33047,0.39177,926.67,-2.7775,77.16571429,-515.39,494.12,426.87,-154.42,-581.29
63,0,11/12/2016,0,2016,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,572.96032,813.575,313.5,1081.09,0.33802,0.65149,1160.16,4.2659,-20.31428571,-515.39,494.12,233.49,440.32,206.83
64,0,11/13/2016,0,2016,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,582.28095,786.75111,313.5,1160.16,0.31746,0.55896,1084.46,7.96306,38.03875,-515.39,494.12,-75.7,113.7,189.4
65,0,11/14/2016,0,2016,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,590.1275,436.39778,313.5,1160.16,0.32673,0.14516,565.37,6.63508,10.77875,-519.09,494.12,-519.09,3.65,522.74
66,0,11/15/2016,0,2016,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,589.74662,458.24556,313.5,1160.16,0.32628,0.17096,608.63,-1.57938,51.45875,-519.09,494.12,43.26,-123.58,-166.84
67,0,11/16/2016,0,2016,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,590.03273,384.77444,313.5,1160.16,0.32662,0.08418,555.27,-0.88954,-88.28875,-519.09,494.12,-53.36,66.22,119.58
68,0,11/17/2016,0,2016,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,589.51388,508.78111,313.5,1160.16,0.326,0.23065,558.15,-1.68455,0.60125,-519.09,494.12,2.88,58.35,55.47
69,0,11/18/2016,0,2016,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,589.05265,648.93222,313.5,1160.16,0.32546,0.39618,594.04,-1.61642,48.2175,-519.09,494.12,35.89,-332.63,-368.52
70,0,11/19/2016,0,2016,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,589.12493,852.08444,313.5,1160.16,0.32554,0.63613,908.24,-1.06485,37.265,-519.09,494.12,314.2,-251.92,-566.12
71,0,11/20/2016,0,2016,20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,593.68371,816.522,313.5,1160.16,0.33093,0.59413,1302,3.5042,46.44555556,-519.09,494.12,393.76,217.54,-176.22
72,0,11/21/2016,0,2016,21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,603.66,449.295,313.5,1302,0.29354,0.13737,571.35,9.07929,9.986666667,-730.65,494.12,-730.65,5.98,736.63
73,0,11/22/2016,0,2016,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,603.21125,473.284,313.5,1302,0.29308,0.16164,887.69,-1.33944,32.01,-730.65,494.12,316.34,279.06,-37.28
74,0,11/23/2016,0,2016,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,607.10822,401.824,313.5,1302,0.29702,0.08935,556.15,3.07278,-84.40777778,-730.65,494.12,-331.54,0.88,332.42
75,0,11/24/2016,0,2016,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,23,0,0,0,0,606.41959,513.718,313.5,1302,0.29633,0.20255,0,-1.51096,7.017777778,-730.65,494.12,-556.15,-558.15,-2
76,0,11/25/2016,0,2016,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,598.334,643.443,313.5,1302,0.28815,0.33378,770.89,-9.00608,5.901111111,-730.65,770.89,770.89,176.85,-594.04
77,0,11/26/2016,0,2016,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,600.60447,857.7,313.5,1302,0.29044,0.55053,778.8,1.39253,5.133333333,-730.65,770.89,7.91,-129.44,-137.35
78,0,11/27/2016,0,2016,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,602.9187,860.65636,313.5,1302,0.29279,0.55352,1203.34,1.47829,63.555,-730.65,770.89,424.54,-98.66,-523.2
79,0,11/28/2016,0,2016,28,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,610.61641,460.39091,313.5,1302,0.30057,0.1486,674.93,6.9726,9.586,-730.65,770.89,-528.41,103.58,631.99
80,0,11/29/2016,0,2016,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,611.43051,510.95727,313.5,1302,0.3014,0.19975,439.3,0.10872,56.715,-730.65,770.89,-235.63,-448.39,-212.76
81,0,11/30/2016,0,2016,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,609.27888,415.85364,313.5,1302,0.29922,0.10354,621.36,-2.87532,-109.121,-730.65,770.89,182.06,65.21,-116.85
82,0,12/1/2016,0,2016,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,609.42802,467.01636,313.5,1302,0.29937,0.1553,777.55,-0.56363,-49.499,-730.65,770.89,156.19,777.55,621.36
83,0,12/2/2016,0,2016,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,611.47829,655.02909,313.5,1302,0.30144,0.3455,752.52,1.3716,22.996,-730.65,770.89,-25.03,-18.37,6.66
84,0,12/3/2016,0,2016,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,613.17759,850.52727,313.5,1302,0.30316,0.54327,1311.44,1.04963,-8.324,-730.65,770.89,558.92,532.64,-26.28
85,0,12/4/2016,0,2016,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,621.49024,889.21333,313.5,1311.44,0.30863,0.5769,1564.19,7.77096,48.80818182,-730.65,770.89,252.75,360.85,108.1
86,0,12/5/2016,0,2016,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,632.58082,478.26917,313.5,1564.19,0.25512,0.13174,869.98,10.68738,18.13090909,-730.65,770.89,-694.21,195.05,889.26
87,0,12/6/2016,0,2016,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,635.34128,504.98583,313.5,1564.19,0.25733,0.1531,550.78,2.39447,10.79636364,-730.65,770.89,-319.2,111.48,430.68
88,0,12/7/2016,0,2016,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,634.36931,432.97917,313.5,1564.19,0.25655,0.09553,699.54,-1.345,-82.65,-730.65,770.89,148.76,78.18,-70.58
89,0,12/8/2016,0,2016,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,635.10989,492.89417,313.5,1564.19,0.25715,0.14344,477.1,0.38034,25.68727273,-730.65,770.89,-222.44,-300.45,-78.01
90,0,12/9/2016,0,2016,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,633.33449,663.15333,313.5,1564.19,0.25573,0.27957,809.71,-2.1517,19.23545455,-730.65,770.89,332.61,57.19,-275.42
91,0,12/10/2016,0,2016,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,635.29422,888.93667,313.5,1564.19,0.25729,0.4601,1549.61,1.60966,40.85454545,-730.65,770.89,739.9,238.17,-501.73
92,0,12/11/2016,0,2016,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,645.34165,941.13462,313.5,1564.19,0.26533,0.50183,1384.27,9.81289,74.81166667,-730.65,770.89,-165.34,-179.92,-14.58
93,0,12/12/2016,0,2016,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,653.37348,508.40077,313.5,1564.19,0.27175,0.15583,669.93,7.88813,32.87416667,-730.65,770.89,-714.34,-200.05,514.29
94,0,12/13/2016,0,2016,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,653.55151,508.50846,313.5,1564.19,0.27189,0.15592,667.53,0.03783,19.18666667,-730.65,770.89,-2.4,116.75,119.15
95,0,12/14/2016,0,2016,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,653.70021,453.48385,313.5,1564.19,0.27201,0.11193,718.54,0.01161,-63.36583333,-730.65,770.89,51.01,19,-32.01
96,0,12/15/2016,0,2016,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,654.38274,491.67923,313.5,1564.19,0.27256,0.14246,740.91,0.55415,-1.490833333,-730.65,770.89,22.37,263.81,241.44
97,0,12/16/2016,0,2016,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,655.28406,674.42692,313.5,1564.19,0.27328,0.28858,589.89,0.78379,22.39833333,-730.65,770.89,-151.02,-219.82,-68.8
98,0,12/17/2016,0,2016,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,654.6099,939.75769,313.5,1564.19,0.27274,0.50073,1156.86,-0.7975,57.2975,-730.65,770.89,566.97,-392.75,-959.72
99,0,12/18/2016,0,2016,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,659.7349,972.78714,313.5,1564.19,0.27684,0.52714,1370.47,5.05577,55.21692308,-730.65,770.89,213.61,-13.8,-227.41
100,0,12/19/2016,0,2016,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,666.91404,519.93857,313.5,1564.19,0.28258,0.16506,506.6,7.18388,14.95692308,-863.87,770.89,-863.87,-163.33,700.54
101,0,12/20/2016,0,2016,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,665.3109,519.86714,313.5,1564.19,0.28129,0.165,649.17,-1.61465,26.69153846,-863.87,770.89,142.57,-18.36,-160.93
102,0,12/21/2016,0,2016,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,665.15109,472.41643,313.5,1564.19,0.28117,0.12706,485.16,-0.1728,-54.56769231,-863.87,770.89,-164.01,-233.38,-69.37
103,0,12/22/2016,0,2016,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,663.38647,509.48143,313.5,1564.19,0.27975,0.1567,647.42,-1.79495,18.91692308,-863.87,770.89,162.26,-93.49,-255.75
104,0,12/23/2016,0,2016,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,663.23146,668.38857,313.5,1564.19,0.27963,0.28375,891.53,-0.18657,3.766153846,-863.87,770.89,244.11,301.64,57.53
105,0,12/24/2016,0,2016,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28,0,0,0,1,665.42663,955.265,313.5,1564.19,0.28139,0.51313,629.58,2.18524,22.67846154,-863.87,770.89,-261.95,-527.28,-265.33
106,0,12/25/2016,0,2016,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,27,0,0,0,1,665.08524,999.29933,313.5,1564.19,0.28111,0.54834,0,-0.35452,50.28714286,-863.87,770.89,-629.58,-1370.47,-740.89
